taxon,EOK05_S_2020-02-07,EOK05_S_2020-02-21,EOK05_S_2020-02-26,EOK05_S_2020-03-10,EOK05_S_2020-03-23,EOK05_S_2020-04-17,EOK05_S_2020-04-27,EOK05_S_2020-05-11,EOK05_S_2020-05-22,EOK05_S_2020-05-27,EOK05_S_2020-06-09,EOK05_S_2020-06-18,EOK05_S_2020-07-02,EOK05_S_2020-07-17,EOK05_S_2020-07-27,EOK05_S_2020-08-06,EOK05_S_2020-09-02,EOK05_S_2020-09-16,EOK05_S_2020-09-29,EOK05_S_2020-10-29,EOK05_S_2020-11-19,EOK05_S_Wi2021
Fabibacter,0,0,0,0,0,0,0,0,0,0,0,3.67755222124154e-05,0,0,3.92141484647661e-05,2.25692877132798e-05,0,0,0,0,2.73343538158758e-05,0
RBG-13-54-9,2.39211558702516e-05,0,0,3.08375477981991e-05,0.000307168848353102,1.59261028826246e-05,1.26031886067175e-05,0,0,0,7.70490224405278e-05,3.67755222124154e-05,6.7330999192028e-05,0.000225790265930758,7.84282969295322e-05,0.000180554301706238,0.0001288742831368,0.00025437381645516,9.51935891444692e-05,0.00296414112203586,8.20030614476274e-05,2.407028523288e-05
Woesearchaeales,0.000183395528338596,0.000569941296046507,0.000259369731552328,0.000185025286789195,0.000141770237701432,0.000143334925943622,0.00015123826328061,0.000221046814557512,0.000153777808153641,6.85166152792052e-05,0.00069344120196475,0.000147102088849662,0.00033665499596014,0.000426492724535876,0.00156856593859064,0.0040173332129638,0.0023036278110703,0.0047200474831124,0.00122020873357911,0.00137362637362637,0.00051935272250164,4.814057046576e-05
Subgroup 23,7.97371862341722e-05,0.000664931512054258,0.00129684865776164,0.000555075860367584,0.000626151883181324,0.000254817646121994,0.00015123826328061,0.000299992105470909,6.83456925127294e-05,0.000753682768071257,0.0018684387941828,0.000901000294204178,0.00104363048747643,0.000451580531861515,0.00203913572016784,0.00225692877132798,0.0016753656807784,0.00166756168565049,0.0034010073212524,0.00219298245614035,0.00106603979881916,0.00064989770128776
Prolixibacteraceae,0.00484004720441425,0.021752759465775,0.00972636493321229,0.0204144566424078,0.0247389064788999,0.00721452460582895,0.0165353834520134,0.0193573853319649,0.0297303762430373,0.0251912755509878,0.0233843783107002,0.01575831126802,0.0326892001077296,0.0094079277471149,0.019607074232383,0.0403313171436309,0.0290772601327405,0.0294225714366468,0.0154300154040535,0.0224117987275882,0.0120271156789853,0.0200986881694548
Enterovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MND1,3.18948744936689e-05,3.79960864031005e-05,3.2421216444041e-05,0.000431725669174787,0.000141770237701432,0,3.78095658201525e-05,0.000173679640009473,0.000239209923794553,0.000182710974077881,9.63112780506597e-05,3.67755222124154e-05,0,2.50878073256397e-05,0,2.25692877132798e-05,4.83278561763e-05,2.82637573839066e-05,4.3269813247486e-05,9.63948332369385e-05,8.20030614476274e-05,0.00016849199663016
Spongiibacteraceae,5.58160303639205e-05,0.000151984345612402,0.000162106082220205,6.16750955963982e-05,1.18141864751193e-05,4.77783086478739e-05,7.5619131640305e-05,0.00025262493092287,6.83456925127294e-05,2.28388717597351e-05,3.85245112202639e-05,0,3.3665499596014e-05,0,7.84282969295322e-05,6.77078631398393e-05,0.0001772021393131,0.000226110059071253,6.05777385464804e-05,0,0.000246009184342882,0
Nitrosopumilaceae,9.56846234810066e-05,0.000151984345612402,0.000194527298664246,0.000709263599358579,0.000200841170077028,0,3.78095658201525e-05,0.000552617036393779,0.000375901308820012,0.000205549845837616,9.63112780506597e-05,0.000128714327743454,6.7330999192028e-05,0.000150526843953838,0.000156856593859064,0.000157985013992958,0.0003866228494104,0.000819648964133292,0.000199041140938436,0.00031328320802005,0.000273343538158758,0.00050547598989048
Bacteroidetes BD2-2,0.00122795266800625,0.00739023880540304,0.00414991570483725,0.0067842605156038,0.00838807239733472,0.00229335881509795,0.00485222761358624,0.00648930291308123,0.008902026449783,0.00570971793993377,0.0107868631416739,0.00316269491026773,0.00740640991112308,0.0020822880080281,0.00941139563154386,0.0257966958562788,0.0185417874863071,0.0170713094598796,0.0124530522526265,0.00990456911509543,0.00666958233107369,0.00464556504994584
Rhodobacteraceae,0.00421012343316429,0.0040465832019302,0.00885099208922319,0.00407055630936228,0.00307168848353102,0.00917343526039178,0.00391959165668914,0.00647351385489855,0.0034856303181492,0.00883864337101747,0.00703072329769816,0.00794351279788173,0.00643011042283867,0.00444054189663823,0.00745068820830556,0.0125936625440101,0.0023841742380308,0.00163929792826658,0.00616162140644201,0.00269905533063428,0.00366280341132736,0.00185341196293176
Halioglobus,0.000725608394730967,0.00438854797955811,0.00366359745817663,0.00431725669174787,0.00235102310854875,0.00133779264214047,0.0014367635011658,0.00560511565485119,0.00281925981615009,0.00513874614594039,0.00626023307329288,0.00314430714916152,0.00659843792081874,0.0017059708981435,0.00764675895062939,0.00652252414913785,0.0061537470197822,0.00446567366665725,0.00634335462208145,0.00508482745324851,0.00464684014869888,0.00199783367432904
Anaerolineae,3.18948744936689e-05,3.79960864031005e-05,0.000162106082220205,3.08375477981991e-05,0.000153584424176551,3.18522057652492e-05,1.26031886067175e-05,4.73671745480382e-05,0,0.000159872102318145,0.000211884811711451,9.19388055310385e-05,6.7330999192028e-05,0,0.000235284890788597,0.000135415726279679,0.0001127649977447,0.000113055029535626,0.000259618879484916,0.000168690958164642,2.73343538158758e-05,0.0001203514261644
Spirochaeta 2,4.78423117405033e-05,0.000360962820829455,0.000129684865776164,9.25126433945973e-05,0.000295354661877983,3.18522057652492e-05,2.5206377213435e-05,0.000157890581826794,5.1259269384547e-05,6.85166152792052e-05,0.000481556390253299,0.000110326566637246,0.00016832749798007,7.52634219769192e-05,0.000235284890788597,0.00101561794709759,0.0006604807010761,0.000989231508436732,0.000597123422815307,0.00093984962406015,0.000355346599606385,0.0003610542784932
Arenicellaceae,0.000374764775300609,0.0037426145107054,0.00476591881727402,0.00141852719871716,0.00362695524786163,0.000732600732600733,0.00112168378599786,0.00132628088734507,0.000956839695178211,0.00356286399451867,0.0054897428488876,0.00408208296557811,0.00420818744950175,0.00185649774209734,0.00599976471510921,0.00455899611808251,0.0034796056446936,0.00325033209914926,0.00536545684268827,0.00400038557933295,0.00251476055106057,0.00170899025153448
Actinomarinales,7.97371862341722e-05,0.000265972604821703,0.000534950071326676,9.25126433945973e-05,0.000271726288927744,0.000159261028826246,8.82223202470225e-05,0.000110523407278756,1.70864231281823e-05,0.000296905332876556,0.000616392179524222,0.0002390408943807,0.00016832749798007,0.000301053687907677,0.000666640523901024,0.000699647919111673,0.0005477157033314,0.000395692603374693,0.000874050227599218,0.000265085791401581,0.000218674830527006,4.814057046576e-05
Comamonadaceae,0.300816508787038,0.152098333871611,0.252464012449747,0.144813124460343,0.0662303293795189,0.278722726548814,0.162354275631735,0.142875187495066,0.0946587841301302,0.116318373872331,0.101820283155157,0.160653868784937,0.0604969027740372,0.135875564475665,0.0489000431355633,0.0112395052812133,0.0475868290482634,0.0206042791328679,0.0789933710646105,0.0688018122228649,0.165646184124207,0.123576844385606
Gammaproteobacteria,0.00267119573884477,0.0164523054125425,0.0153514459862534,0.00983717774762551,0.0103374131657294,0.00541487498009237,0.00641502300081921,0.00983658324780927,0.00401530943512285,0.0138860340299189,0.0271405181546759,0.00553471609296852,0.0189200107729599,0.00677370797792273,0.0422336378965531,0.0294980590412567,0.0414975191700496,0.0436675051581357,0.0460044654447271,0.027014652014652,0.020254756177564,0.00893007582139848
Peredibacter,0,0,0,0,0,0,0,0,0,0,3.85245112202639e-05,1.83877611062077e-05,0,2.50878073256397e-05,0.000745068820830556,0.000564232192831994,0.0010309942650944,0.0025437381645516,0.000640393236062793,0,0,0
Thiohalophilus,1.59474372468344e-05,0.000132986302410852,8.10530411101024e-05,0.000123350191192796,0.000106327678276074,4.77783086478739e-05,2.5206377213435e-05,6.31562327307176e-05,0,2.28388717597351e-05,0.000134835789270924,1.83877611062077e-05,0,0,7.84282969295322e-05,0.000135415726279679,0.0003705135640183,0.000339165088606879,0.00015577132769095,0.000168690958164642,0.000136671769079379,0.0001203514261644
Roseivirga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248262164846077,0,0,8.6539626494972e-06,0,0,0
Hungateiclostridiaceae,0.00014352693522151,0.00102589433288371,0.000583581895992738,0.000431725669174787,0.00139407400406408,0.000270743749004619,0.000617556241729157,0.000457882687297703,0.000239209923794553,0.00102774922918808,0.00233073292882597,0.000661959399823478,0.0019189334769728,0.000301053687907677,0.00192149327477354,0.00374650176040444,0.0022391906695019,0.00378734348944349,0.00323658203091195,0.00433776749566223,0.0010113710911874,0.00081838969791792
Enterobacterales,0.00230440468216758,0.00723825445979064,0.00985604979898846,0.0124275317626742,0.00300080336468031,0.00355152094282529,0.00340286092381372,0.00832083366227205,0.0043570378976865,0.00356286399451867,0.00876432630261004,0.00919388055310385,0.00666576892001077,0.0114400401404917,0.00168620838398494,0.000383677891125756,0.0043978349120433,0.00265679319408722,0.00930300984820949,0.00428957007904376,0.00549420511699103,0.00705259357323384
Desulforhopalus,0.0009727936720569,0.0038945988563178,0.00572234470237323,0.000832613790551375,0.00272907707575256,0.00176779741997133,0.00181485915936732,0.00172100734191205,0.000717629771383659,0.00507022953066119,0.00911104690359241,0.00231685789938217,0.00511715593859413,0.00278474661314601,0.0131759538841614,0.00656766272456441,0.0053966106063535,0.00274158446623894,0.0140367274174845,0.00267495662232504,0.00235075442816532,0.00062582741605488
Lentimicrobiaceae,0.00515102223072752,0.00353363603548834,0.00309622617040591,0.00496484519551005,0.0048910732006994,0.00960344003822265,0.00548238704392211,0.00729454488039788,0.0112941256877285,0.0191846522781775,0.00643359337378407,0.00627022653721683,0.0102343118771883,0.00132965378825891,0.00592133641817968,0.00647738557371129,0.0095850248082995,0.00887481981854668,0.00615296744379251,0.00713321765953345,0.0024874261972447,0.004212299915754
Sva1033,0.00295824960928779,0.0230066303170773,0.0100667877058747,0.0160663624028617,0.0219507584707717,0.00528746615703137,0.0118343941017077,0.0151890739717376,0.00497214913030106,0.0132693844924061,0.0203987286911297,0.00676669608708444,0.0142068408295179,0.00948319116909182,0.03603780243912,0.0473052270470344,0.0577034602745022,0.0664198298521805,0.0286705782577842,0.0412087912087912,0.0255576208178439,0.0143218197135636
Desulfatiferula olefinivorans,0.000223264121455682,0.00100689628968216,0.000291790947996369,0.000185025286789195,0.0017721279712679,0.000430004777830865,0.000529333921482135,0.000663140443672535,0.000119604961897276,0.000548132922233642,0.000770490224405278,0.000386142983230362,0.000538647993536224,0.000627195183140993,0.000509783930041959,0.00225692877132798,0.0013209614021522,0.00251547440716769,0.000752894750506257,0.00031328320802005,0.00112070850645091,9.628114093152e-05
Desulfosarcinaceae,0.000813319299588556,0.013982559796341,0.00640319024769809,0.00607499691624522,0.0132791455980341,0.00136964484790572,0.00321381309471296,0.00448409252388095,0.00334893893312374,0.0128126070572114,0.0158720986227487,0.00604957340394234,0.0109749528683006,0.00286001003512293,0.0145484490804282,0.0377132797688905,0.0261453701913783,0.035725389333258,0.0243522508956851,0.0229660690187006,0.00773562212989285,0.00753399927789144
Bacteroidetes VC2.1 Bac22,0.000893056485822728,0.00822615270627125,0.00429581117883543,0.00638337239422721,0.00522187042200274,0.00242076763815894,0.00472619572751906,0.00446830346569827,0.00322933397122646,0.00822199383350463,0.0113262062987576,0.00588408355398647,0.0174050632911392,0.00524335173105871,0.0178424375514686,0.0145571905750655,0.0137573297248534,0.0122947344619994,0.0106616819841806,0.0103383458646617,0.00412748742619725,0.00245516909375376
Anderseniella,3.98685931170861e-05,0.000113988259209301,0.000486318246660615,0,9.45134918009546e-05,0.000175187131708871,2.5206377213435e-05,4.73671745480382e-05,0,0.000456777435194701,0.000385245112202639,0.000183877611062077,0.000269323996768112,7.52634219769192e-05,0.00113721030547822,0.000338539315699197,0.0001933114247052,0.000113055029535626,0.00064904719871229,9.63948332369385e-05,0.000136671769079379,0
Ulvibacter,7.97371862341722e-06,0,4.86318246660615e-05,0,0,0,0,1.57890581826794e-05,0,0,0,0,0,5.01756146512795e-05,3.92141484647661e-05,0.000293400740272637,0,0,8.6539626494972e-06,0,0,0
Marine Benthic Group D and DHVEG-1,0,0,0,0,0,0,0,0,1.70864231281823e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscillatoriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6539626494972e-06,0,0,0
Arcicella,7.97371862341722e-06,0,0,0.00126433945972616,9.45134918009546e-05,0,5.041275442687e-05,0.000726296676403253,0,0,0.000211884811711451,3.67755222124154e-05,0,0,0,0,0,0,3.46158505979888e-05,0.000168690958164642,8.20030614476274e-05,0.00028884342279456
Desulfocapsaceae,0.0137307434695244,0.0701027794137204,0.0376410322915316,0.0420007401011472,0.0790487217050234,0.0179168657429527,0.0361207385468524,0.0319412647035604,0.0337969449475447,0.0440561836245289,0.0344794375421362,0.0232972933215652,0.0392203070293563,0.0172854992473658,0.0379592957138936,0.0630585898709037,0.0461208840775823,0.0569514711285718,0.0332571784620178,0.0439078465394255,0.0373933960201181,0.026669876038031
Cellvibrionaceae,0,0,0,0,0,0,0,1.57890581826794e-05,0,0,1.92622556101319e-05,0,0,0,0,0.000157985013992958,3.22185707842e-05,2.82637573839066e-05,2.59618879484916e-05,2.40987083092346e-05,0,0
LCP-89,0.000231237840079099,0.00142485324011627,0.000697056153546881,0.000801776242753176,0.00473748877652285,0.000652970218187609,0.00134854118091877,0.000505249861845741,0.000956839695178211,0.00139317117734384,0.00111721082538765,0.000257428655486908,0.00107729598707245,0.000852985449071751,0.0047449119642367,0.0118263067617586,0.0045267091951801,0.00788558831010995,0.00231926199006525,0.00101214574898785,0.000820030614476274,0.00016849199663016
Rhodothermaceae,2.39211558702516e-05,0,1.62106082220205e-05,0,3.5442559425358e-05,1.59261028826246e-05,2.5206377213435e-05,0,3.41728462563647e-05,2.28388717597351e-05,1.92622556101319e-05,0,0.000134661998384056,0,0.000117642445394298,0.00126388011194367,0.0001933114247052,5.65275147678132e-05,8.6539626494972e-05,2.40987083092346e-05,8.20030614476274e-05,0
Cellvibrio,1.59474372468344e-05,0,4.86318246660615e-05,0.00114098926853337,0.000189026983601909,0,0.000327682903774655,0.00298413199652641,0.000615111232614564,4.56777435194701e-05,0.000154098044881056,0.000128714327743454,3.3665499596014e-05,0,0,0,4.83278561763e-05,0,7.78856638454748e-05,0.00130133024869867,0.000355346599606385,0.0016849199663016
Ectothiorhodospirales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sediminispirochaeta,0,5.69941296046507e-05,4.86318246660615e-05,0,2.36283729502386e-05,0,0,0,0,0,1.92622556101319e-05,0,0,0,3.92141484647661e-05,2.25692877132798e-05,9.66557123526e-05,5.65275147678132e-05,9.51935891444692e-05,4.81974166184692e-05,2.73343538158758e-05,0
Aestuariicella,0,0,0,0,0,0,0,1.57890581826794e-05,0,0,0,0,0,0,0,0,4.83278561763e-05,0,0,0,0,0
Latescibacteraceae,0,5.69941296046507e-05,0,9.25126433945973e-05,5.90709323755966e-05,1.59261028826246e-05,0,3.15781163653588e-05,3.41728462563647e-05,6.85166152792052e-05,5.77867668303958e-05,3.67755222124154e-05,3.3665499596014e-05,2.50878073256397e-05,3.92141484647661e-05,0.000248262164846077,0.0001449835685289,0.000282637573839066,0.00015577132769095,0.000481974166184693,0.000164006122895255,0.00016849199663016
Rhodobacter,0.000709660957484132,0.000607937382449608,0.00157242899753599,0.000832613790551375,0.000838807239733472,0.0010989010989011,0.000680572184762745,0.00209994473829636,0.00126439531148549,0.00251227589357086,0.0023499951844361,0.00218814357163872,0.00380420145434958,0.00223281485198194,0.00145092349319635,0.000677078631398393,0.0003544042786262,0.000706593934597665,0.0021807985876733,0.00127723154038944,0.00139405204460967,0.00081838969791792
Lachnospiraceae,1.59474372468344e-05,3.79960864031005e-05,6.4842432888082e-05,3.08375477981991e-05,0,0,1.26031886067175e-05,3.15781163653588e-05,0,0,0,0,3.3665499596014e-05,0,0,0,0,0,0,0,5.46687076317516e-05,0
SC-I-84,0,0,1.62106082220205e-05,3.08375477981991e-05,4.72567459004773e-05,1.59261028826246e-05,1.26031886067175e-05,9.47343490960764e-05,0.000119604961897276,6.85166152792052e-05,9.63112780506597e-05,7.35510444248308e-05,0,0,0,0,0,0,1.73079252989944e-05,0,2.73343538158758e-05,2.407028523288e-05
Desulfobacter,0.000271106433196185,0.000512947166441857,0.00032421216444041,0.000431725669174787,0.00274089126222768,0.000637044115304985,0.00124771567206503,0.000931554432778085,0.00128148173461368,0.000685166152792052,0.000751227968795146,0.000496469549867608,0.00100996498788042,0.000225790265930758,0.00019607074232383,0.00106075652252415,0.0004349507055867,0.00333512337130098,0.000354812468629385,0.000457875457875458,0.00106603979881916,0.00016849199663016
